brandName,currentSku,displayName,heroImage,image135,image250,image450,productId,rating,reviews,targetUrl,moreColors,heroImageAltText
Tatcha,"{'badgeAltText': 'Clean at Sephora', 'biExclusiveLevel': 'none', 'imageAltText': 'Tatcha - Mini Favorites Set', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': True, 'listPrice': '$68.00', 'salePrice': '', 'skuId': '2653376', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2653376-main-grid.jpg?pb=2020-03-sephora-clean-2019', 'image162': 'https://www.sephora.com/productimages/sku/s2653376-162.jpg?pb=2020-03-sephora-clean-2019', 'image250': 'https://www.sephora.com/productimages/sku/s2653376-main-hero.jpg?pb=2020-03-sephora-clean-2019', 'image42': 'https://www.sephora.com/productimages/sku/s2653376-main-thumb.jpg?pb=2020-03-sephora-clean-2019', 'image450': 'https://www.sephora.com/productimages/sku/s2653376-main-Lhero.jpg?pb=2020-03-sephora-clean-2019', 'image62': 'https://www.sephora.com/productimages/sku/s2653376-main-Lthumb.jpg?pb=2020-03-sephora-clean-2019', 'image97': 'https://www.sephora.com/productimages/sku/s2653376-main-Sgrid.jpg?pb=2020-03-sephora-clean-2019'}, 'skuType': 'Standard', 'valuePrice': '$118.00'}",Mini Favorites Set,https://www.sephora.com/productimages/sku/s2653376-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2653376-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2653376-main-hero.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2653376-main-Lhero.jpg?pb=2020-03-sephora-clean-2019,P504327,4.25,40,/product/tatcha-mini-tatcha-favorites-set-P504327,,
Sol de Janeiro,"{'biExclusiveLevel': 'none', 'imageAltText': 'Sol de Janeiro - Mini Brazilian Crush Body Fragrance Mist', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': True, 'listPrice': '$24.00', 'salePrice': '', 'skuId': '1985118', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s1985118-main-grid.jpg', 'image162': 'https://www.sephora.com/productimages/sku/s1985118-162.jpg', 'image250': 'https://www.sephora.com/productimages/sku/s1985118-main-hero.jpg', 'image42': 'https://www.sephora.com/productimages/sku/s1985118-main-thumb.jpg', 'image450': 'https://www.sephora.com/productimages/sku/s1985118-main-Lhero.jpg', 'image62': 'https://www.sephora.com/productimages/sku/s1985118-main-Lthumb.jpg', 'image97': 'https://www.sephora.com/productimages/sku/s1985118-main-Sgrid.jpg'}, 'skuType': 'Standard'}",Mini Brazilian Crush Body Fragrance Mist,https://www.sephora.com/productimages/sku/s1985118-main-grid.jpg,https://www.sephora.com/productimages/sku/s1985118-main-grid.jpg,https://www.sephora.com/productimages/sku/s1985118-main-hero.jpg,https://www.sephora.com/productimages/sku/s1985118-main-Lhero.jpg,P421481,4.4653,1414,/product/brazilian-crush-body-fragrance-mist-mini-P421481,,
The Ordinary,"{'biExclusiveLevel': 'none', 'imageAltText': 'The Ordinary - AHA 30% + BHA 2% Exfoliating Peeling Solution', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': False, 'listPrice': '$9.50', 'salePrice': '', 'skuId': '2210607', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2210607-main-grid.jpg', 'image162': 'https://www.sephora.com/productimages/sku/s2210607-162.jpg', 'image250': 'https://www.sephora.com/productimages/sku/s2210607-main-hero.jpg', 'image42': 'https://www.sephora.com/productimages/sku/s2210607-main-thumb.jpg', 'image450': 'https://www.sephora.com/productimages/sku/s2210607-main-Lhero.jpg', 'image62': 'https://www.sephora.com/productimages/sku/s2210607-main-Lthumb.jpg', 'image97': 'https://www.sephora.com/productimages/sku/s2210607-main-Sgrid.jpg'}, 'skuType': 'Standard'}",AHA 30% + BHA 2% Exfoliating Peeling Solution,https://www.sephora.com/productimages/sku/s2210607-main-grid.jpg,https://www.sephora.com/productimages/sku/s2210607-main-grid.jpg,https://www.sephora.com/productimages/sku/s2210607-main-hero.jpg,https://www.sephora.com/productimages/sku/s2210607-main-Lhero.jpg,P442563,4.5558,3305,/product/aha-30-bha-2-peeling-solution-P442563,,
bareMinerals,"{'badgeAltText': 'Clean at Sephora', 'biExclusiveLevel': 'none', 'imageAltText': 'bareMinerals - COMPLEXION RESCUE® Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': False, 'listPrice': '$22.00 - $37.00', 'salePrice': '', 'skuId': '2176972', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2176972-main-grid.jpg?pb=2020-03-sephora-clean-2019', 'image162': 'https://www.sephora.com/productimages/sku/s2176972-162.jpg?pb=2020-03-sephora-clean-2019', 'image250': 'https://www.sephora.com/productimages/sku/s2176972-main-hero.jpg?pb=2020-03-sephora-clean-2019', 'image42': 'https://www.sephora.com/productimages/sku/s2176972-main-thumb.jpg?pb=2020-03-sephora-clean-2019', 'image450': 'https://www.sephora.com/productimages/sku/s2176972-main-Lhero.jpg?pb=2020-03-sephora-clean-2019', 'image62': 'https://www.sephora.com/productimages/sku/s2176972-main-Lthumb.jpg?pb=2020-03-sephora-clean-2019', 'image97': 'https://www.sephora.com/productimages/sku/s2176972-main-Sgrid.jpg?pb=2020-03-sephora-clean-2019'}, 'skuType': 'Standard'}",COMPLEXION RESCUE® Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,https://www.sephora.com/productimages/sku/s2176972-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2176972-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2176972-main-hero.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2176972-main-Lhero.jpg?pb=2020-03-sephora-clean-2019,P393356,4.0053,3987,/product/complexion-rescue-tinted-hydrating-gel-cream-P393356,39.0,Allure Best of Beauty Seal
Kiehl's Since 1851,"{'badgeAltText': 'Clean at Sephora', 'biExclusiveLevel': 'none', 'imageAltText': ""Kiehl's Since 1851 - Ultra Facial Refillable Moisturizing Cream with Squalane"", 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': False, 'listPrice': '$24.00 - $78.00', 'salePrice': '', 'skuId': '2663763', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2663763-main-grid.jpg?pb=2020-03-sephora-clean-2019', 'image162': 'https://www.sephora.com/productimages/sku/s2663763-162.jpg?pb=2020-03-sephora-clean-2019', 'image250': 'https://www.sephora.com/productimages/sku/s2663763-main-hero.jpg?pb=2020-03-sephora-clean-2019', 'image42': 'https://www.sephora.com/productimages/sku/s2663763-main-thumb.jpg?pb=2020-03-sephora-clean-2019', 'image450': 'https://www.sephora.com/productimages/sku/s2663763-main-Lhero.jpg?pb=2020-03-sephora-clean-2019', 'image62': 'https://www.sephora.com/productimages/sku/s2663763-main-Lthumb.jpg?pb=2020-03-sephora-clean-2019', 'image97': 'https://www.sephora.com/productimages/sku/s2663763-main-Sgrid.jpg?pb=2020-03-sephora-clean-2019'}, 'skuType': 'Standard'}",Ultra Facial Refillable Moisturizing Cream with Squalane,https://www.sephora.com/productimages/sku/s2663763-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2663763-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2663763-main-hero.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2663763-main-Lhero.jpg?pb=2020-03-sephora-clean-2019,P421996,4.4456,2538,/product/ultra-facial-cream-P421996,,
La Mer,"{'biExclusiveLevel': 'none', 'imageAltText': 'La Mer - Crème de la Mer Moisturizer', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': True, 'isOrganic': False, 'isSephoraExclusive': False, 'listPrice': '$100.00 - $570.00', 'salePrice': '', 'skuId': '1932219', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s1932219-main-grid.jpg', 'image162': 'https://www.sephora.com/productimages/sku/s1932219-162.jpg', 'image250': 'https://www.sephora.com/productimages/sku/s1932219-main-hero.jpg', 'image42': 'https://www.sephora.com/productimages/sku/s1932219-main-thumb.jpg', 'image450': 'https://www.sephora.com/productimages/sku/s1932219-main-Lhero.jpg', 'image62': 'https://www.sephora.com/productimages/sku/s1932219-main-Lthumb.jpg', 'image97': 'https://www.sephora.com/productimages/sku/s1932219-main-Sgrid.jpg'}, 'skuType': 'Standard'}",Crème de la Mer Moisturizer,https://www.sephora.com/productimages/sku/s1932219-main-grid.jpg,https://www.sephora.com/productimages/sku/s1932219-main-grid.jpg,https://www.sephora.com/productimages/sku/s1932219-main-hero.jpg,https://www.sephora.com/productimages/sku/s1932219-main-Lhero.jpg,P416341,4.0536,1400,/product/creme-de-la-mer-moisturizing-cream-P416341,,
Glow Recipe,"{'badgeAltText': 'Clean plus planet positive', 'biExclusiveLevel': 'none', 'imageAltText': 'Glow Recipe - Fruit Babies Bestsellers Kit', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': True, 'listPrice': '$34.00', 'salePrice': '', 'skuId': '2640332', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2640332-main-grid.jpg?pb=clean-planet-positive-badge-2021', 'image162': 'https://www.sephora.com/productimages/sku/s2640332-162.jpg?pb=clean-planet-positive-badge-2021', 'image250': 'https://www.sephora.com/productimages/sku/s2640332-main-hero.jpg?pb=clean-planet-positive-badge-2021', 'image42': 'https://www.sephora.com/productimages/sku/s2640332-main-thumb.jpg?pb=clean-planet-positive-badge-2021', 'image450': 'https://www.sephora.com/productimages/sku/s2640332-main-Lhero.jpg?pb=clean-planet-positive-badge-2021', 'image62': 'https://www.sephora.com/productimages/sku/s2640332-main-Lthumb.jpg?pb=clean-planet-positive-badge-2021', 'image97': 'https://www.sephora.com/productimages/sku/s2640332-main-Sgrid.jpg?pb=clean-planet-positive-badge-2021'}, 'skuType': 'Standard'}",Fruit Babies Bestsellers Kit,https://www.sephora.com/productimages/sku/s2640332-main-grid.jpg?pb=clean-planet-positive-badge-2021,https://www.sephora.com/productimages/sku/s2640332-main-grid.jpg?pb=clean-planet-positive-badge-2021,https://www.sephora.com/productimages/sku/s2640332-main-hero.jpg?pb=clean-planet-positive-badge-2021,https://www.sephora.com/productimages/sku/s2640332-main-Lhero.jpg?pb=clean-planet-positive-badge-2021,P504171,4.4853,272,/product/glow-recipe-fruit-babies-bestsellers-kit-P504171,,
IT Cosmetics,"{'biExclusiveLevel': 'none', 'imageAltText': 'IT Cosmetics - CC+ Cream Full Coverage Color Correcting Foundation with SPF 50+', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': False, 'listPrice': '$21.00 - $47.00', 'salePrice': '', 'skuId': '2599835', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2599835-main-grid.jpg', 'image162': 'https://www.sephora.com/productimages/sku/s2599835-162.jpg', 'image250': 'https://www.sephora.com/productimages/sku/s2599835-main-hero.jpg', 'image42': 'https://www.sephora.com/productimages/sku/s2599835-main-thumb.jpg', 'image450': 'https://www.sephora.com/productimages/sku/s2599835-main-Lhero.jpg', 'image62': 'https://www.sephora.com/productimages/sku/s2599835-main-Lthumb.jpg', 'image97': 'https://www.sephora.com/productimages/sku/s2599835-main-Sgrid.jpg'}, 'skuType': 'Standard'}",CC+ Cream Full Coverage Color Correcting Foundation with SPF 50+,https://www.sephora.com/productimages/sku/s2599835-main-grid.jpg,https://www.sephora.com/productimages/sku/s2599835-main-grid.jpg,https://www.sephora.com/productimages/sku/s2599835-main-hero.jpg,https://www.sephora.com/productimages/sku/s2599835-main-Lhero.jpg,P411885,4.0342,7541,/product/your-skin-but-better-cc-cream-spf-50-P411885,33.0,
Farmacy,"{'badgeAltText': 'Clean plus planet positive', 'biExclusiveLevel': 'none', 'imageAltText': 'Farmacy - Green Clean Makeup Removing Cleansing Balm', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': True, 'listPrice': '$24.00 - $60.00', 'salePrice': '', 'skuId': '1899103', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s1899103-main-grid.jpg?pb=clean-planet-positive-badge-2021', 'image162': 'https://www.sephora.com/productimages/sku/s1899103-162.jpg?pb=clean-planet-positive-badge-2021', 'image250': 'https://www.sephora.com/productimages/sku/s1899103-main-hero.jpg?pb=clean-planet-positive-badge-2021', 'image42': 'https://www.sephora.com/productimages/sku/s1899103-main-thumb.jpg?pb=clean-planet-positive-badge-2021', 'image450': 'https://www.sephora.com/productimages/sku/s1899103-main-Lhero.jpg?pb=clean-planet-positive-badge-2021', 'image62': 'https://www.sephora.com/productimages/sku/s1899103-main-Lthumb.jpg?pb=clean-planet-positive-badge-2021', 'image97': 'https://www.sephora.com/productimages/sku/s1899103-main-Sgrid.jpg?pb=clean-planet-positive-badge-2021'}, 'skuType': 'Standard'}",Green Clean Makeup Removing Cleansing Balm,https://www.sephora.com/productimages/sku/s1899103-main-grid.jpg?pb=clean-planet-positive-badge-2021,https://www.sephora.com/productimages/sku/s1899103-main-grid.jpg?pb=clean-planet-positive-badge-2021,https://www.sephora.com/productimages/sku/s1899103-main-hero.jpg?pb=clean-planet-positive-badge-2021,https://www.sephora.com/productimages/sku/s1899103-main-Lhero.jpg?pb=clean-planet-positive-badge-2021,P417238,4.4901,6268,/product/green-clean-makeup-meltaway-cleansing-balm-P417238,,Clean at Sephora
Tower 28 Beauty,"{'badgeAltText': 'Clean at Sephora', 'biExclusiveLevel': 'none', 'imageAltText': 'Tower 28 Beauty - SOS Daily Rescue Facial Spray', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': False, 'listPrice': '$12.00 - $28.00', 'salePrice': '', 'skuId': '2527836', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2527836-main-grid.jpg?pb=2020-03-sephora-clean-2019', 'image162': 'https://www.sephora.com/productimages/sku/s2527836-162.jpg?pb=2020-03-sephora-clean-2019', 'image250': 'https://www.sephora.com/productimages/sku/s2527836-main-hero.jpg?pb=2020-03-sephora-clean-2019', 'image42': 'https://www.sephora.com/productimages/sku/s2527836-main-thumb.jpg?pb=2020-03-sephora-clean-2019', 'image450': 'https://www.sephora.com/productimages/sku/s2527836-main-Lhero.jpg?pb=2020-03-sephora-clean-2019', 'image62': 'https://www.sephora.com/productimages/sku/s2527836-main-Lthumb.jpg?pb=2020-03-sephora-clean-2019', 'image97': 'https://www.sephora.com/productimages/sku/s2527836-main-Sgrid.jpg?pb=2020-03-sephora-clean-2019'}, 'skuType': 'Standard'}",SOS Daily Rescue Facial Spray,https://www.sephora.com/productimages/sku/s2527836-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2527836-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2527836-main-hero.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2527836-main-Lhero.jpg?pb=2020-03-sephora-clean-2019,P448852,4.2047,767,/product/sos-save-our-skin-daily-rescue-facial-spray-P448852,,
Charlotte Tilbury,"{'biExclusiveLevel': 'none', 'imageAltText': 'Charlotte Tilbury - Magic Cream Moisturizer with Hyaluronic Acid', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': False, 'listPrice': '$30.00 - $260.00', 'salePrice': '', 'skuId': '2486272', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2486272-main-grid.jpg', 'image162': 'https://www.sephora.com/productimages/sku/s2486272-162.jpg', 'image250': 'https://www.sephora.com/productimages/sku/s2486272-main-hero.jpg', 'image42': 'https://www.sephora.com/productimages/sku/s2486272-main-thumb.jpg', 'image450': 'https://www.sephora.com/productimages/sku/s2486272-main-Lhero.jpg', 'image62': 'https://www.sephora.com/productimages/sku/s2486272-main-Lthumb.jpg', 'image97': 'https://www.sephora.com/productimages/sku/s2486272-main-Sgrid.jpg'}, 'skuType': 'Standard'}",Magic Cream Moisturizer with Hyaluronic Acid,https://www.sephora.com/productimages/sku/s2486272-main-grid.jpg,https://www.sephora.com/productimages/sku/s2486272-main-grid.jpg,https://www.sephora.com/productimages/sku/s2486272-main-hero.jpg,https://www.sephora.com/productimages/sku/s2486272-main-Lhero.jpg,P433520,4.3892,3780,/product/charlotte-s-magic-cream-P433520,,
LANEIGE,"{'biExclusiveLevel': 'none', 'imageAltText': 'LANEIGE - Lip Glowy Balm', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': True, 'listPrice': '$18.00', 'salePrice': '', 'skuId': '2210482', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2210482-main-grid.jpg', 'image162': 'https://www.sephora.com/productimages/sku/s2210482-162.jpg', 'image250': 'https://www.sephora.com/productimages/sku/s2210482-main-hero.jpg', 'image42': 'https://www.sephora.com/productimages/sku/s2210482-main-thumb.jpg', 'image450': 'https://www.sephora.com/productimages/sku/s2210482-main-Lhero.jpg', 'image62': 'https://www.sephora.com/productimages/sku/s2210482-main-Lthumb.jpg', 'image97': 'https://www.sephora.com/productimages/sku/s2210482-main-Sgrid.jpg'}, 'skuType': 'Standard'}",Lip Glowy Balm,https://www.sephora.com/productimages/sku/s2210482-main-grid.jpg,https://www.sephora.com/productimages/sku/s2210482-main-grid.jpg,https://www.sephora.com/productimages/sku/s2210482-main-hero.jpg,https://www.sephora.com/productimages/sku/s2210482-main-Lhero.jpg,P443563,4.383,3937,/product/glowy-lip-balm-P443563,3.0,
Drunk Elephant,"{'badgeAltText': 'Clean at Sephora', 'biExclusiveLevel': 'none', 'imageAltText': 'Drunk Elephant - B-Hydra™ Intensive Hydration Serum with Hyaluronic Acid', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': False, 'listPrice': '$49.00', 'salePrice': '', 'skuId': '1785856', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s1785856-main-grid.jpg?pb=2020-03-sephora-clean-2019', 'image162': 'https://www.sephora.com/productimages/sku/s1785856-162.jpg?pb=2020-03-sephora-clean-2019', 'image250': 'https://www.sephora.com/productimages/sku/s1785856-main-hero.jpg?pb=2020-03-sephora-clean-2019', 'image42': 'https://www.sephora.com/productimages/sku/s1785856-main-thumb.jpg?pb=2020-03-sephora-clean-2019', 'image450': 'https://www.sephora.com/productimages/sku/s1785856-main-Lhero.jpg?pb=2020-03-sephora-clean-2019', 'image62': 'https://www.sephora.com/productimages/sku/s1785856-main-Lthumb.jpg?pb=2020-03-sephora-clean-2019', 'image97': 'https://www.sephora.com/productimages/sku/s1785856-main-Sgrid.jpg?pb=2020-03-sephora-clean-2019'}, 'skuType': 'Standard'}",B-Hydra™ Intensive Hydration Serum with Hyaluronic Acid,https://www.sephora.com/productimages/sku/s1785856-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s1785856-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s1785856-main-hero.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s1785856-main-Lhero.jpg?pb=2020-03-sephora-clean-2019,P406712,4.1876,2606,/product/b-hydra-intensive-hydration-gel-P406712,,Clean at Sephora
Fenty Skin,"{'badgeAltText': 'Clean at Sephora', 'biExclusiveLevel': 'none', 'imageAltText': 'Fenty Skin - Butta Drop Refillable Whipped Oil Body Cream', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': True, 'isOrganic': False, 'isSephoraExclusive': True, 'listPrice': '$23.00 - $45.00', 'salePrice': '', 'skuId': '2493674', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2493674-main-grid.jpg?pb=2020-03-sephora-clean-2019', 'image162': 'https://www.sephora.com/productimages/sku/s2493674-162.jpg?pb=2020-03-sephora-clean-2019', 'image250': 'https://www.sephora.com/productimages/sku/s2493674-main-hero.jpg?pb=2020-03-sephora-clean-2019', 'image42': 'https://www.sephora.com/productimages/sku/s2493674-main-thumb.jpg?pb=2020-03-sephora-clean-2019', 'image450': 'https://www.sephora.com/productimages/sku/s2493674-main-Lhero.jpg?pb=2020-03-sephora-clean-2019', 'image62': 'https://www.sephora.com/productimages/sku/s2493674-main-Lthumb.jpg?pb=2020-03-sephora-clean-2019', 'image97': 'https://www.sephora.com/productimages/sku/s2493674-main-Sgrid.jpg?pb=2020-03-sephora-clean-2019'}, 'skuType': 'Standard'}",Butta Drop Refillable Whipped Oil Body Cream,https://www.sephora.com/productimages/sku/s2493674-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2493674-main-grid.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2493674-main-hero.jpg?pb=2020-03-sephora-clean-2019,https://www.sephora.com/productimages/sku/s2493674-main-Lhero.jpg?pb=2020-03-sephora-clean-2019,P472162,4.5242,475,/product/fenty-beauty-rihanna-butta-drop-whipped-oil-body-cream-P472162,,
The Ordinary,"{'badgeAltText': 'allure 2022 Best of Beauty Award Winner ', 'biExclusiveLevel': 'none', 'imageAltText': 'The Ordinary - Natural Moisturizing Factors + HA', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': False, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': False, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': False, 'listPrice': '$6.50 - $13.50', 'salePrice': '', 'skuId': '2210581', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2210581-main-grid.jpg?pb=allure-2022-bestofbeauty-badge', 'image162': 'https://www.sephora.com/productimages/sku/s2210581-162.jpg?pb=allure-2022-bestofbeauty-badge', 'image250': 'https://www.sephora.com/productimages/sku/s2210581-main-hero.jpg?pb=allure-2022-bestofbeauty-badge', 'image42': 'https://www.sephora.com/productimages/sku/s2210581-main-thumb.jpg?pb=allure-2022-bestofbeauty-badge', 'image450': 'https://www.sephora.com/productimages/sku/s2210581-main-Lhero.jpg?pb=allure-2022-bestofbeauty-badge', 'image62': 'https://www.sephora.com/productimages/sku/s2210581-main-Lthumb.jpg?pb=allure-2022-bestofbeauty-badge', 'image97': 'https://www.sephora.com/productimages/sku/s2210581-main-Sgrid.jpg?pb=allure-2022-bestofbeauty-badge'}, 'skuType': 'Standard'}",Natural Moisturizing Factors + HA,https://www.sephora.com/productimages/sku/s2210581-main-grid.jpg?pb=allure-2022-bestofbeauty-badge,https://www.sephora.com/productimages/sku/s2210581-main-grid.jpg?pb=allure-2022-bestofbeauty-badge,https://www.sephora.com/productimages/sku/s2210581-main-hero.jpg?pb=allure-2022-bestofbeauty-badge,https://www.sephora.com/productimages/sku/s2210581-main-Lhero.jpg?pb=allure-2022-bestofbeauty-badge,P427414,4.142,2134,/product/the-ordinary-deciem-natural-moisturizing-factors-ha-P427414,,
Sol de Janeiro,"{'biExclusiveLevel': 'none', 'imageAltText': 'Sol de Janeiro - Rio Radiance Illuminating Body Cream', 'isAppExclusive': False, 'isBI': False, 'isBest': False, 'isFirstAccess': False, 'isLimitedEdition': True, 'isLimitedTimeOffer': False, 'isNatural': False, 'isNew': True, 'isOnlineOnly': False, 'isOrganic': False, 'isSephoraExclusive': True, 'listPrice': '$22.00 - $48.00', 'salePrice': '', 'skuId': '2666576', 'skuImages': {'image135': 'https://www.sephora.com/productimages/sku/s2666576-main-grid.jpg', 'image162': 'https://www.sephora.com/productimages/sku/s2666576-162.jpg', 'image250': 'https://www.sephora.com/productimages/sku/s2666576-main-hero.jpg', 'image42': 'https://www.sephora.com/productimages/sku/s2666576-main-thumb.jpg', 'image450': 'https://www.sephora.com/productimages/sku/s2666576-main-Lhero.jpg', 'image62': 'https://www.sephora.com/productimages/sku/s2666576-main-Lthumb.jpg', 'image97': 'https://www.sephora.com/productimages/sku/s2666576-main-Sgrid.jpg'}, 'skuType': 'Standard'}",Rio Radiance Illuminating Body Cream,https://www.sephora.com/productimages/sku/s2666576-main-grid.jpg,https://www.sephora.com/productimages/sku/s2666576-main-grid.jpg,https://www.sephora.com/productimages/sku/s2666576-main-hero.jpg,https://www.sephora.com/productimages/sku/s2666576-main-Lhero.jpg,P505232,4.2044,137,/product/sol-de-janeiro-rio-radiance-body-cream-P505232,,
